,BILL NO.,DATE,PRODUCT NAME,IT group,BRAND,DESING,COLOR,SIZE,QTY.,RATE,DIS. AMT.,SALE AMT.,PURCH AMT.,PURCH PARTY,year,month,day,item_type
8974,G486,2019-03-22,PERFUME,PERFUME,VANESA,DEO,WOMEN,-,1.0,160.0,0.0,160.0,142.87,SITARAM COSMETIC,2019,3,22,other
8975,G487,2019-03-22,HANKY,HANKY,ROYAL TOUCH,1PC20,-,-,0.6,160.0,20.0,76.0,99.0,SURESH ENTERPRISE,2019,3,22,other
8976,G488,2019-03-22,M.BRIEF,M.BRIEF,AMUL MACHO,P.M.TRUNK,ASTD,8,1.0,80.0,5.0,75.0,84.0,GAYATRI HOSIERY TRADERS,2019,3,22,male
8977,G488,2019-03-22,M.TRUNK,M.TRUNK,EURO,TRUNK,ASTD,S-XXL,1.0,80.0,5.25,74.75,82.0,MARUTI HOSIERY,2019,3,22,male
8978,G488,2019-03-22,SOCKS,SOCKS,GALAXY,ANKLE,ASTD,FREE,1.0,40.0,0.0,40.0,34.0,MARUTI HOSIERY,2019,3,22,other
8979,G489,2019-03-22,L.NIGHTSUIT,L.NIGHTSUIT,COST,FULL,ASTD,M,1.0,530.0,33.0,497.0,409.5,M.G. GARMENT,2019,3,22,female
8980,G489,2019-03-22,L.TSHIRT,L.TSHIRT,FORMAL GIRL,TSHIRT,ASTD,XL,1.0,260.0,16.5,243.5,225.75,M.G. GARMENT,2019,3,22,female
8981,G490,2019-03-23,L.BRA,L.BRA,SHERRY,NO,ASTD,30,1.0,270.0,16.75,253.25,234.51,PARUL HOSIERY,2019,3,23,female
8982,G490,2019-03-23,SOCKS,SOCKS,SUPERSOX,SOCKS,ASTD,FREE,1.0,100.0,13.0,87.0,88.73,V3 ENTERPRISE,2019,3,23,other
8983,G490,2019-03-23,SOCKS,SOCKS,SUPERSOX,SOCKS,ASTD,FREE,1.0,100.0,12.0,88.0,81.9,V3 ENTERPRISE,2019,3,23,other
8984,G491,2019-03-23,L.BODYSHAPER,L.BODYSHAPER,C9,8104,ASTD,XL,1.0,440.0,27.45,412.55,384.3,SHREE AAIJI MARKETING,2019,3,23,female
8985,G491,2019-03-23,M.TRACKPANT,M.TRACKPANT,KANCHIRO,TRACK,ASTD,L-XXL,1.0,680.0,42.5,637.5,653.36,M.G. GARMENT,2019,3,23,male
8986,G491,2019-03-23,M.TRACKPANT,M.TRACKPANT,KANCHIRO,TRACK,ASTD,L-XXL,1.0,680.0,42.5,637.5,638.4,M.G. GARMENT,2019,3,23,male
8987,G492,2019-03-23,M.BOXER,M.BOXER,JOCKEY,1222,ASTD,S,1.0,300.0,18.95,281.05,275.84,V9 FASHION,2019,3,23,male
8988,G492,2019-03-23,M.BOXER,M.BOXER,JOCKEY,1222,ASTD,S,1.0,300.0,18.95,281.05,275.84,V9 FASHION,2019,3,23,male
8989,G492,2019-03-23,L.NIGHTSUIT,L.NIGHTSUIT,R.K,1298,ASTD,L,1.0,520.0,32.25,487.75,451.5,RADHA KRISHNA SALES,2019,3,23,female
8990,G492,2019-03-23,M.TRUNK,M.TRUNK,ZOIRO,TRUNK,ASTD,M,1.0,150.0,9.25,140.75,135.04,V3 ENTERPRISE,2019,3,23,male
8991,G493,2019-03-23,M.TRUNK,M.TRUNK,SAJANI,STYLE,ASTD,95,1.0,90.0,5.5,84.5,82.66,SANDIP HOSIERY INDUSTRIES,2019,3,23,male
8992,G493,2019-03-23,M.TRUNK,M.TRUNK,SAJANI,STYLE,ASTD,95,1.0,90.0,5.5,84.5,82.66,SANDIP HOSIERY INDUSTRIES,2019,3,23,male
8993,G494,2019-03-23,M.BRIEF,M.BRIEF,SAJANI,SL FANCY,ASTD,8,1.0,60.0,4.0,56.0,57.0,SANDIP HOSIERY INDUSTRIES,2019,3,23,male
8994,G494,2019-03-23,M.BRIEF,M.BRIEF,SAJANI,SL FANCY,ASTD,8,1.0,60.0,4.0,56.0,57.0,SANDIP HOSIERY INDUSTRIES,2019,3,23,male
8995,G495,2019-03-24,BELT,BELT,BELT,LEATHER,NO,NO,1.0,140.0,0.0,140.0,120.0,TRINETRA,2019,3,24,other
8996,G496,2019-03-24,M.TRACKPANT,M.TRACKPANT,KANCHIRO,TRACK,ASTD,L-XXL,-1.0,850.0,-42.5,-807.5,-653.36,M.G. GARMENT,2019,3,24,male
8997,G496,2019-03-24,M.TRACKPANT,M.TRACKPANT,KANCHIRO,TRACK,ASTD,L-XXL,1.0,850.0,42.5,807.5,653.36,M.G. GARMENT,2019,3,24,male
8998,G497,2019-03-24,L.TRACKPANT,L.TRACKPANT,AQUAFIT,TRACK,ASTD,XXL,1.0,620.0,39.0,581.0,513.71,M.G. GARMENT,2019,3,24,female
8999,G498,2019-03-24,M.TSHIRT,M.TSHIRT,NEVA,VMC101,ASTD,XXL,1.0,260.0,32.7,227.3,218.0,MANAV CORPORATION,2019,3,24,male
9000,G499,2019-03-24,M.TRUNK,M.TRUNK,SAJANI,STYLE,ASTD,90,1.0,80.0,5.25,74.75,76.0,SANDIP HOSIERY INDUSTRIES,2019,3,24,male
9001,G499,2019-03-24,M.TRUNK,M.TRUNK,SAJANI,STYLE,ASTD,90,1.0,80.0,5.25,74.75,76.0,SANDIP HOSIERY INDUSTRIES,2019,3,24,male
9002,G500,2019-03-24,B.BOXER,B.BOXER,JOCKEY,UB08,ASTD,12,1.0,310.0,19.45,290.55,268.47,MATANGI MARKETING,2019,3,24,boy
9003,G500,2019-03-24,B.BRIEF,B.BRIEF,JOCKEY,UB12,ASTD,12,1.0,240.0,14.95,225.05,206.35,MATANGI MARKETING,2019,3,24,boy
9004,G500,2019-03-24,L.SHORT,L.SHORT,SWEET DREAM,1137,ASTD,M,1.0,240.0,14.95,225.05,215.27,OM MARKETING,2019,3,24,female
9005,G501,2019-03-24,M.CAPRI,M.CAPRI,KANCHIRO,CAPRI,ASTD,L-XXL,1.0,600.0,37.5,562.5,493.76,M.G. GARMENT,2019,3,24,male
9006,G501,2019-03-24,M.TSHIRT,M.TSHIRT,NEVA,VMC101,ASTD,M,1.0,250.0,31.4,218.6,209.66,MANAV CORPORATION,2019,3,24,male
9007,G502,2019-03-24,M.BOXER,M.BOXER,MAPLE,BOXER,ASTD,-,1.0,160.0,10.0,150.0,141.75,WELCOME HOSIERY,2019,3,24,male
9008,G502,2019-03-24,PERFUME,PERFUME,RAMSONS,LOVE,-,-,1.0,300.0,0.0,300.0,198.0,SHREE GAYATRI SALES AGENCY,2019,3,24,other
9009,G502,2019-03-24,PERFUME,PERFUME,VANESA,DEO,WOMEN,-,1.0,160.0,0.0,160.0,142.87,SITARAM COSMETIC,2019,3,24,other
9010,G503,2019-03-24,M.TSHIRT,M.TSHIRT,C.CANDY,TSHIRT,ASTD,L,1.0,170.0,10.5,159.5,120.75,WELCOME HOSIERY,2019,3,24,male
9011,G503,2019-03-24,L.TSHIRT,L.TSHIRT,JOCKEY,UL02-01,ASTD,M,1.0,400.0,24.95,375.05,351.41,SAI MARKETING,2019,3,24,female
9012,G503,2019-03-24,L.CAPRI,L.CAPRI,M.G.,CAPRI,ASTD,XL,1.0,350.0,22.0,328.0,304.5,M.G. GARMENT,2019,3,24,female
9013,G503,2019-03-24,M.BOXER,M.BOXER,MAPLE,BOXER,ASTD,-,1.0,160.0,10.0,150.0,141.75,WELCOME HOSIERY,2019,3,24,male
9014,G504,2019-03-25,PERFUME,PERFUME,METRON,AIR,-,-,1.0,130.0,130.0,0.0,80.0,VEER MARKETING,2019,3,25,other
9015,G505,2019-03-25,M.CAPRI,M.CAPRI,HUCK,CAPRI,ASTD,XL,1.0,480.0,30.0,450.0,458.85,M.G.GARMENT,2019,3,25,male
9016,G505,2019-03-25,M.TSHIRT,M.TSHIRT,NEVA,VMC101,ASTD,M,1.0,250.0,31.4,218.6,209.66,MANAV CORPORATION,2019,3,25,male
9017,G506,2019-03-25,M.TSHIRT,M.TSHIRT,NEVA,VMC101,ASTD,M,-1.0,250.0,-31.4,-218.6,-209.66,MANAV CORPORATION,2019,3,25,male
9018,G506,2019-03-25,M.TSHIRT,M.TSHIRT,VANHEUSEN,60021,ASTD,S,1.0,370.0,22.95,347.05,321.3,HR FASHION,2019,3,25,male
9019,G507,2019-03-25,M.CAPRI,M.CAPRI,KANCHIRO,CAPRI,ASTD,L-XXL,1.0,600.0,37.5,562.5,538.65,M.G. GARMENT,2019,3,25,male
9020,G507,2019-03-25,M.BRIEF,M.BRIEF,U.S.POLO,I615,ASTD,L,1.0,230.0,14.45,215.55,214.64,VANKAWALA AGENCIES,2019,3,25,male
9021,G507,2019-03-25,M.BRIEF,M.BRIEF,U.S.POLO,I615,ASTD,L,1.0,230.0,14.45,215.55,214.64,VANKAWALA AGENCIES,2019,3,25,male
9022,G508,2019-03-25,M.BOXER,M.BOXER,MAPLE,BOXER,ASTD,-,1.0,160.0,10.0,150.0,141.75,WELCOME HOSIERY,2019,3,25,male
9023,G509,2019-03-25,M.BRIEF,M.BRIEF,JOCKEY,804,ASTD,L,1.0,140.0,8.95,131.05,136.12,AMI ENTERPRISE,2019,3,25,male
9024,G509,2019-03-25,M.BRIEF,M.BRIEF,JOCKEY,804,ASTD,L,1.0,140.0,8.95,131.05,136.12,AMI ENTERPRISE,2019,3,25,male
9025,G510,2019-03-25,M.VEST,M.VEST,JOCKEY,8820,ASTD,L,1.0,130.0,7.95,122.05,120.91,AMI ENTERPRISE,2019,3,25,male
9026,G510,2019-03-25,M.VEST,M.VEST,JOCKEY,8820,ASTD,L,1.0,130.0,7.95,122.05,120.91,AMI ENTERPRISE,2019,3,25,male
9027,G510,2019-03-25,M.VEST,M.VEST,JOCKEY,8820,ASTD,L,1.0,130.0,7.95,122.05,120.91,AMI ENTERPRISE,2019,3,25,male
9028,G511,2019-03-26,L.BRIEF,L.BRIEF,RED ROSE,HIRAMOTI,ASTD,M-XL,1.0,320.0,0.0,320.0,272.48,RUP RATNA MARKETING,2019,3,26,female
9029,G511,2019-03-26,L.BRIEF,L.BRIEF,SAJANI,MUKRI,ASTD,85,1.0,70.0,4.25,65.75,57.0,SANDIP HOSIERY INDUSTRIES,2019,3,26,female
9030,G511,2019-03-26,L.BRIEF,L.BRIEF,SAJANI,MUKRI,ASTD,85,1.0,70.0,4.25,65.75,57.0,SANDIP HOSIERY INDUSTRIES,2019,3,26,female
9031,G511,2019-03-26,L.BRIEF,L.BRIEF,SAJANI,MUKRI,ASTD,85,1.0,70.0,4.25,65.75,57.0,SANDIP HOSIERY INDUSTRIES,2019,3,26,female
9032,G512,2019-03-26,L.BRIEF,L.BRIEF,JOCKEY,1410,ASTD,XL,1.0,320.0,57.85,262.15,280.99,RIDHAAN ENTERPRISE,2019,3,26,female
9033,G513,2019-03-26,L.BRIEF,L.BRIEF,JOCKEY,1410,ASTD,XL,1.0,399.0,39.9,359.1,280.99,RIDHAAN ENTERPRISE,2019,3,26,female
9034,G513,2019-03-26,L.BRIEF,L.BRIEF,JOCKEY,1410,ASTD,XL,-1.0,399.0,-39.9,-359.1,-280.99,RIDHAAN ENTERPRISE,2019,3,26,female
9035,G514,2019-03-26,M.TRACKPANT,M.TRACKPANT,VANHEUSEN,50052,ASTD,S-L,1.0,800.0,49.95,750.05,699.3,HR FASHION,2019,3,26,male
9036,G515,2019-03-26,M.VEST,M.VEST,EURO,MICRA RN,ASTD,S-XXL,1.0,80.0,4.75,75.25,71.0,MARUTI HOSIERY,2019,3,26,male
9037,G515,2019-03-26,M.VEST,M.VEST,EURO,MICRA RN,ASTD,S-XXL,1.0,80.0,4.75,75.25,71.0,MARUTI HOSIERY,2019,3,26,male
9038,G515,2019-03-26,M.VEST,M.VEST,EURO,MICRA RN,ASTD,S-XXL,1.0,80.0,4.75,75.25,71.0,MARUTI HOSIERY,2019,3,26,male
9039,G516,2019-03-26,M.CAPRI,M.CAPRI,HUCK,CAPRI,ASTD,XL,1.0,480.0,30.0,450.0,458.85,M.G.GARMENT,2019,3,26,male
9040,G517,2019-03-26,L.NIGHTSUIT,L.NIGHTSUIT,R.K,9050,ASTD,XL,1.0,720.0,45.0,675.0,645.75,RADHA KRISHNA SALES,2019,3,26,female
9041,G518,2019-03-26,M.VEST,M.VEST,AMUL MACHO,RN,ASTD,100ML,1.0,80.0,5.25,74.75,79.0,GAYATRI HOSIERY TRADERS,2019,3,26,male
9042,G518,2019-03-26,M.VEST,M.VEST,AMUL MACHO,RN,ASTD,100ML,1.0,80.0,5.25,74.75,79.0,GAYATRI HOSIERY TRADERS,2019,3,26,male
9043,G519,2019-03-26,L.BRIEF,L.BRIEF,C9,1103,ASTD,M,1.0,400.0,24.95,375.05,349.65,SHREE AAIJI MARKETING,2019,3,26,female
9044,G519,2019-03-26,L.BRA,L.BRA,LAIKA,ECO,ASTD,30,1.0,180.0,11.5,168.5,152.25,OM MARKETING,2019,3,26,female
9045,G519,2019-03-26,L.BRA,L.BRA,LAIKA,ARIEL SET,ASTD,30,1.0,180.0,11.5,168.5,151.2,OM MARKETING,2019,3,26,female
9046,G519,2019-03-26,L.BRA,L.BRA,LAIKA,SHAMA,ASTD,30-36,1.0,450.0,28.0,422.0,367.5,OM MARKETING,2019,3,26,female
9047,G519,2019-03-26,L.BRA,L.BRA,TRYLO,PARESHA,ASTD,30,1.0,220.0,14.0,206.0,191.1,PARSHWA TRADING CO.,2019,3,26,female
9048,G519,2019-03-26,M.BRIEF,M.BRIEF,ZOIRO,BRIEF,ASTD,M,1.0,170.0,10.75,159.25,156.94,V3 ENTERPRISE,2019,3,26,male
9049,G519,2019-03-26,M.BRIEF,M.BRIEF,ZOIRO,BRIEF,ASTD,M,1.0,170.0,10.75,159.25,156.94,V3 ENTERPRISE,2019,3,26,male
9050,G520,2019-03-26,L.BRIEF,L.BRIEF,C9,1103,ASTD,XL,1.0,400.0,24.95,375.05,349.65,SHREE AAIJI MARKETING,2019,3,26,female
9051,G520,2019-03-26,G.NIGHTSUIT,G.NIGHTSUIT,COST,CAPRI,ASTD,60,1.0,340.0,21.0,319.0,304.5,M.G. GARMENT,2019,3,26,girl
9052,G520,2019-03-26,M.TRACKPANT,M.TRACKPANT,KEVARA,TRACK,ASTD,XXL,1.0,510.0,31.75,478.25,441.0,M.G. GARMENT,2019,3,26,male
9053,G520,2019-03-26,L.NIGHTSUIT,L.NIGHTSUIT,R.K,9056,ASTD,L,1.0,520.0,32.25,487.75,451.5,RADHA KRISHNA SALES,2019,3,26,female
9054,G521,2019-03-27,PERFUME,PERFUME,VANESA,DEO,WOMEN,-,1.0,160.0,0.0,160.0,142.87,SITARAM COSMETIC,2019,3,27,other
9055,G522,2019-03-27,M.BARMUDA,M.BARMUDA,KANCHIRO,BARMUDA,ASTD,L-XXL,1.0,340.0,21.5,318.5,309.23,M.G. GARMENT,2019,3,27,male
9056,G523,2019-03-28,PERFUME,PERFUME,RAMSONS,POCKET,-,-,1.0,50.0,5.0,45.0,40.51,SHREE GAYATRI SALES AGENCY,2019,3,28,other
9057,G524,2019-03-28,M.BRIEF,M.BRIEF,JOCKEY,US52,ASTD,M,1.0,209.0,10.45,198.55,158.94,NETCOMM INFOSYS,2019,3,28,male
9058,G524,2019-03-28,M.BOXER,M.BOXER,U.S.POLO,BOXER,ASTD,M,-1.0,649.0,-63.28,-585.72,-482.01,VANKAWALA AGENCIES,2019,3,28,male
9059,G524,2019-03-28,M.BRIEF,M.BRIEF,U.S.POLO,I640,ASTD,M,1.0,175.0,8.75,166.25,129.6,VANKAWALA AGENCIES,2019,3,28,male
9060,G524,2019-03-28,M.BRIEF,M.BRIEF,ZOIRO,BRIEF,ASTD,M,1.0,215.0,10.75,204.25,156.94,V3 ENTERPRISE,2019,3,28,male
9061,G525,2019-03-28,M.BOXER,M.BOXER,MAPLE,BOXER,ASTD,-,1.0,160.0,10.0,150.0,141.75,WELCOME HOSIERY,2019,3,28,male
9062,G525,2019-03-28,M.TRUNK,M.TRUNK,VANHEUSEN,0032,ASTD,M,1.0,360.0,22.45,337.55,336.75,RIVA FASHION,2019,3,28,male
9063,G526,2019-03-28,M.BRIEF,M.BRIEF,ZOIRO,2011,ASTD,XL,1.0,120.0,7.75,112.25,112.78,V3 ENTERPRISE,2019,3,28,male
9064,G526,2019-03-28,M.BRIEF,M.BRIEF,ZOIRO,2011,ASTD,XL,1.0,120.0,7.75,112.25,112.78,V3 ENTERPRISE,2019,3,28,male
9065,G527,2019-03-29,M.TSHIRT,M.TSHIRT,NEVA,VMC101,ASTD,S,1.0,250.0,31.4,218.6,209.66,MANAV CORPORATION,2019,3,29,male
9066,G528,2019-03-29,B.NIGHTSUIT,B.NIGHTSUIT,R.K,5536,ASTD,60,1.0,380.0,23.5,356.5,320.25,RADHA KRISHNA SALES,2019,3,29,boy
9067,G528,2019-03-29,B.NIGHTSUIT,B.NIGHTSUIT,R.K,5536,ASTD,10,1.0,410.0,25.5,384.5,320.25,RADHA KRISHNA SALES,2019,3,29,boy
9068,G528,2019-03-29,L.BRIEF,L.BRIEF,RED ROSE,HIRAMOTI,ASTD,XXL,1.0,380.0,0.0,380.0,326.03,RUP RATNA MARKETING,2019,3,29,female
9069,G529,2019-03-29,M.TSHIRT,M.TSHIRT,C.CANDY,TSHIRT,ASTD,L,1.0,170.0,10.5,159.5,120.75,WELCOME HOSIERY,2019,3,29,male
9070,G530,2019-03-29,M.TSHIRT,M.TSHIRT,C.CANDY,TSHIRT,ASTD,XXL,1.0,180.0,11.5,168.5,131.25,WELCOME HOSIERY,2019,3,29,male
9071,G530,2019-03-29,M.TRACKPANT,M.TRACKPANT,NEVA,ALR301,ASTD,XL,1.0,420.0,52.9,367.1,353.14,MANAV CORPORATION,2019,3,29,male
9072,G531,2019-03-29,M.SHORT,M.SHORT,SWEET DREAM,MS 102,ASTD,XL,1.0,400.0,24.95,375.05,359.27,OM MARKETING,2019,3,29,male
9073,G532,2019-03-30,M.BOXER,M.BOXER,RUNBUDDY,5019,ASTD,L,1.0,300.0,18.75,281.25,261.45,SHREE AAIJI MARKETING,2019,3,30,male
9074,G533,2019-03-30,L.BRA,L.BRA,SHERRY,NO,ASTD,30,1.0,270.0,16.75,253.25,234.51,PARUL HOSIERY,2019,3,30,female
9075,G534,2019-03-30,HANKY,HANKY,ROYAL TOUCH,1PC25,875,-,1.0,200.0,0.0,200.0,150.0,SURESH ENTERPRISE,2019,3,30,other
9076,G534,2019-03-30,M.BRIEF,M.BRIEF,ZOIRO,2012,ASTD,XL,1.0,150.0,9.25,140.75,135.04,V3 ENTERPRISE,2019,3,30,male
9077,G534,2019-03-30,M.TRUNK,M.TRUNK,ZOIRO,TRUNK,ASTD,M,1.0,150.0,9.25,140.75,135.04,V3 ENTERPRISE,2019,3,30,male
9078,G535,2019-03-30,M.CAPRI,M.CAPRI,HOSIERY,CAPRI,ASTD,L,1.0,310.0,19.5,290.5,273.0,WELCOME HOSIERY,2019,3,30,male
9079,G536,2019-03-31,M.TRUNK,M.TRUNK,AMUL MACHO,PLAIN,ASTD,95,1.0,100.0,6.0,94.0,98.01,GAYATRI HOSIERY TRADERS,2019,3,31,male
9080,G536,2019-03-31,M.TRUNK,M.TRUNK,AMUL MACHO,PLAIN,ASTD,95,1.0,100.0,6.0,94.0,98.01,GAYATRI HOSIERY TRADERS,2019,3,31,male
9081,G536,2019-03-31,M.TRUNK,M.TRUNK,AMUL MACHO,PLAIN,ASTD,95,1.0,100.0,6.0,94.0,98.01,GAYATRI HOSIERY TRADERS,2019,3,31,male
9082,G536,2019-03-31,M.TRUNK,M.TRUNK,AMUL MACHO,PLAIN,ASTD,95,1.0,100.0,6.0,94.0,98.01,GAYATRI HOSIERY TRADERS,2019,3,31,male
9083,G537,2019-03-31,M.BRIEF,M.BRIEF,JOCKEY,804,ASTD,XL,1.0,150.0,9.2,140.8,139.93,AMI ENTERPRISE,2019,3,31,male
9084,G537,2019-03-31,M.BRIEF,M.BRIEF,JOCKEY,804,ASTD,XL,1.0,150.0,9.2,140.8,139.93,AMI ENTERPRISE,2019,3,31,male
9085,G537,2019-03-31,M.BRIEF,M.BRIEF,JOCKEY,804,ASTD,XL,1.0,150.0,9.2,140.8,139.93,AMI ENTERPRISE,2019,3,31,male
9086,G537,2019-03-31,M.VEST,M.VEST,JOCKEY,8820,ASTD,M,1.0,130.0,7.95,122.05,120.91,AMI ENTERPRISE,2019,3,31,male
9087,G537,2019-03-31,M.VEST,M.VEST,JOCKEY,8820,ASTD,M,1.0,130.0,7.95,122.05,120.91,AMI ENTERPRISE,2019,3,31,male
9088,G537,2019-03-31,M.VEST,M.VEST,JOCKEY,8820,ASTD,M,1.0,130.0,7.95,122.05,120.91,AMI ENTERPRISE,2019,3,31,male
9089,G538,2019-03-31,M.BRIEF,M.BRIEF,JOCKEY,IC27,ASTD,M,1.0,340.0,21.45,318.55,318.6,NETCOMM INFOSYS,2019,3,31,male
9090,G538,2019-03-31,M.TRACKPANT,M.TRACKPANT,MG,TRACK,ASTD,L,1.0,680.0,42.5,637.5,598.5,M.G. GARMENT,2019,3,31,male
9091,G538,2019-03-31,M.BRIEF,M.BRIEF,U.S.POLO,I006,ASTD,M,1.0,160.0,9.95,150.05,295.6,VANKAWALA AGENCIES,2019,3,31,male
9092,G538,2019-03-31,M.TSHIRT,M.TSHIRT,U.S.POLO,I633,ASTD,S,1.0,400.0,24.95,375.05,370.61,VANKAWALA AGENCIES,2019,3,31,male
9093,G539,2019-03-31,M.CAPRI,M.CAPRI,SAJANI,DD,ASTD,42,1.0,360.0,22.5,337.5,340.32,SANDIP HOSIERY INDUSTRIES,2019,3,31,male
9094,G540,2019-03-31,L.NIGHTSUIT,L.NIGHTSUIT,R.K,9056,ASTD,M,1.0,500.0,31.5,468.5,441.0,RADHA KRISHNA SALES,2019,3,31,female
9095,G541,2019-03-31,L.BRIEF,L.BRIEF,SAJANI,MUKRI,ASTD,90,1.0,70.0,4.25,65.75,57.0,SANDIP HOSIERY INDUSTRIES,2019,3,31,female
9096,G541,2019-03-31,L.BRIEF,L.BRIEF,SAJANI,MUKRI,ASTD,90,1.0,70.0,4.25,65.75,57.0,SANDIP HOSIERY INDUSTRIES,2019,3,31,female
9097,G542,2019-03-31,M.TRUNK,M.TRUNK,BODY X,BX32T,ASTD,M,1.0,215.0,13.45,201.55,188.3,SHREE AAIJI MARKETING,2019,3,31,male
9098,G542,2019-03-31,M.TRUNK,M.TRUNK,BODY X,BX03T,ASTD,M,1.0,215.0,13.45,201.55,188.3,SHREE AAIJI MARKETING,2019,3,31,male
9099,G542,2019-03-31,L.BRIEF,L.BRIEF,C9,1103,ASTD,L,1.0,400.0,24.95,375.05,349.65,SHREE AAIJI MARKETING,2019,3,31,female
9100,G542,2019-03-31,L.BRA,L.BRA,SHERRY,ED-126,MUL,30,1.0,330.0,20.5,309.5,287.02,PARUL HOSIERY,2019,3,31,female
9101,G542,2019-03-31,L.BRA,L.BRA,SHERRY,JIGNA PAD,ASTD,30,1.0,330.0,20.5,309.5,287.02,PARUL HOSIERY,2019,3,31,female
9102,G543,2019-03-31,G.NIGHTSUIT,G.NIGHTSUIT,COST,CAPRI,ASTD,12,1.0,380.0,24.0,356.0,346.5,M.G. GARMENT,2019,3,31,girl
9103,G544,2019-03-31,WALLET,WALLET,-,200,-,-,1.0,110.0,0.0,110.0,85.0,BABA TRADERES,2019,3,31,other
9104,G545,2019-03-31,L.BRA,L.BRA,SAJANI,MOULD,ASTD,34,1.0,100.0,6.25,93.75,95.0,SANDIP HOSIERY INDUSTRIES,2019,3,31,female
9105,G545,2019-03-31,L.BRIEF,L.BRIEF,SAJANI,MUKRI,ASTD,90,1.0,70.0,4.25,65.75,57.0,SANDIP HOSIERY INDUSTRIES,2019,3,31,female
9106,G546,2019-03-31,M.VEST,M.VEST,AMUL COMFY,VEST RN,ASTD,90,1.0,60.0,3.5,56.5,46.73,GAYATRI HOSIERY TRADERS,2019,3,31,male
9107,G546,2019-03-31,M.VEST,M.VEST,AMUL COMFY,VEST RN,ASTD,90,1.0,60.0,3.5,56.5,46.73,GAYATRI HOSIERY TRADERS,2019,3,31,male
9110,G1,2020-05-19,L.BRIEF,L.BRIEF,FRUIT OF THE LOOM,FBKS04,ASTD,M,1.0,229.0,11.45,217.55,148.3,SHREE AAIJI APPRELS,2020,5,19,female
9111,G1,2020-05-19,L.BRIEF,L.BRIEF,FRUIT OF THE LOOM,FBKS04,ASTD,M,1.0,229.0,11.45,217.55,148.3,SHREE AAIJI APPRELS,2020,5,19,female
9112,G1,2020-05-19,L.BRIEF,L.BRIEF,FRUIT OF THE LOOM,FBKS04,ASTD,M,1.0,229.0,11.45,217.55,148.3,SHREE AAIJI APPRELS,2020,5,19,female
9113,G1,2020-05-19,L.BRA,L.BRA,SOIE,CB-330,ASTD,32,1.0,540.0,27.0,513.0,351.0,OM MARKETING,2020,5,19,female
9114,G1,2020-05-19,L.BRA,L.BRA,SOIE,CB-330,ASTD,32,1.0,540.0,27.0,513.0,351.0,OM MARKETING,2020,5,19,female
9115,G1,2020-05-19,L.BRA,L.BRA,SOIE,CB-330,ASTD,32,1.0,540.0,27.0,513.0,351.0,OM MARKETING,2020,5,19,female
9116,G1,2020-05-19,M.BOXER,M.BOXER,U.S.POLO,I021,ASTD,L,1.0,699.0,34.95,664.05,494.44,SK ENTERPRISE,2020,5,19,male
9117,G1,2020-05-19,L.BRA,L.BRA,UCB,SPORT BRA,ASTD,S-XLL,1.0,649.0,64.9,584.1,445.04,SK ENTERPRISE,2020,5,19,female
9118,G10,2020-05-19,M.VEST,M.VEST,AMUL MACHO,VEST RN,ASTD,90,1.0,90.0,4.5,85.5,70.0,GAYATRI HOSIERY TRADERS,2020,5,19,male
9119,G10,2020-05-19,M.VEST,M.VEST,AMUL MACHO,VEST RN,ASTD,90,1.0,90.0,4.5,85.5,70.0,GAYATRI HOSIERY TRADERS,2020,5,19,male
9120,G11,2020-05-19,PERFUME,PERFUME,LIA,AIR,-,-,1.0,140.0,0.0,140.0,81.15,SITARAM COSMETIC,2020,5,19,other
9121,G12,2020-05-19,B.NIGHTSUIT,B.NIGHTSUIT,COST,CAPRI,ASTD,12,1.0,499.0,24.95,474.05,320.0,SHREE M.G. GARMENT,2020,5,19,boy
9122,G12,2020-05-19,B.TSHIRT,B.TSHIRT,GIG,2081,ASTD,32,1.0,249.0,12.45,236.55,155.23,V3 ENTERPRISE,2020,5,19,boy
9123,G12,2020-05-19,M.CAPRI,M.CAPRI,SAJANI,3367,ASTD,XL,1.0,520.0,26.0,494.0,406.72,SANDIP HOSIERY INDUSTRIES,2020,5,19,male
9124,G13,2020-05-19,B.TRACK,B.TRACK,MG,TRACK,ASTD,26-32,1.0,510.0,25.5,484.5,367.5,M.G. GARMENT,2020,5,19,boy
9125,G13,2020-05-19,B.TRACK,B.TRACK,SEMESTER,TRACK,ASTD,32,1.0,460.0,23.0,437.0,295.0,SHREE M.G. GARMENT,2020,5,19,boy
9126,G13,2020-05-19,L.BRIEF,L.BRIEF,SMARTY,SC-17,ASTD,M,1.0,375.0,18.75,356.25,251.25,PARUL HOSIERY,2020,5,19,female
9127,G14,2020-05-19,M.BRIEF,M.BRIEF,JOCKEY,IC28,ASTD,M,1.0,479.0,23.95,455.05,355.74,NETCOMM INFOSYS,2020,5,19,male
9128,G14,2020-05-19,M.BRIEF,M.BRIEF,JOCKEY,IC28,ASTD,M,1.0,479.0,23.95,455.05,355.74,NETCOMM INFOSYS,2020,5,19,male
9129,G14,2020-05-19,M.TRACKPANT,M.TRACKPANT,VANHEUSEN,50054,ASTD,M,1.0,1299.0,64.95,1234.05,811.87,HR FASHION,2020,5,19,male
9130,G14,2020-05-19,M.TSHIRT,M.TSHIRT,VANHEUSEN,60096,ASTD,M,1.0,629.0,31.45,597.55,419.33,HR FASHION,2020,5,19,male
