,BILL NO.,DATE,PRODUCT NAME,IT group,BRAND,DESING,COLOR,SIZE,QTY.,RATE,DIS. AMT.,SALE AMT.,PURCH AMT.,PURCH PARTY,year,month,day,item_type
372,G169,2019-04-17,SWIM WEAR,SWIM WEAR,SWIM,GOGGLE,ASTD,-,1.0,60.0,0.0,60.0,42.0,BABA TRADERES,2019,4,17,other
373,G170,2019-04-17,PERFUME,PERFUME,VANESA,DEO,WOMEN,-,1.0,200.0,200.0,0.0,142.87,SITARAM COSMETIC,2019,4,17,other
374,G171,2019-04-17,M.TRACKPANT,M.TRACKPANT,BARRY CLARK,9909,ASTD,XL,1.0,400.0,24.95,375.05,350.7,GAYATRI SALES,2019,4,17,male
375,G171,2019-04-17,M.TSHIRT,M.TSHIRT,NEVA,VMC101,ASTD,XL,1.0,260.0,32.7,227.3,218.0,MANAV CORPORATION,2019,4,17,male
376,G171,2019-04-17,M.TSHIRT,M.TSHIRT,NEVA,VMC101,ASTD,XL,1.0,260.0,32.7,227.3,218.0,MANAV CORPORATION,2019,4,17,male
377,G172,2019-04-17,M.BRIEF,M.BRIEF,AMUL MACHO,P.M.TRUNK,ASTD,90,1.0,80.0,5.0,75.0,84.0,GAYATRI HOSIERY TRADERS,2019,4,17,male
378,G172,2019-04-17,M.BRIEF,M.BRIEF,AMUL MACHO,P.M.TRUNK,ASTD,90,1.0,80.0,5.0,75.0,84.0,GAYATRI HOSIERY TRADERS,2019,4,17,male
379,G172,2019-04-17,M.CAPRI,M.CAPRI,MAPLE,C-108,ASTD,XL,1.0,380.0,24.0,356.0,336.0,WELCOME HOSIERY,2019,4,17,male
380,G173,2019-04-17,M.TSHIRT,M.TSHIRT,NEVA,VMC101,ASTD,L,1.0,250.0,31.4,218.6,209.66,MANAV CORPORATION,2019,4,17,male
381,G173,2019-04-17,M.CAPRI,M.CAPRI,OSHAN,CAPRI,ASTD,XXL,1.0,370.0,0.0,370.0,320.25,WELCOME HOSIERY,2019,4,17,male
